Sector,Subsector,Energético,Unidad,SEC Tcal,BNE Tcal,Dif %,Emisiones SEC CO2eq (Millt),Emisiones SEC CO2 ajustadas con PCI (Millt),Emisiones BNE CO2eq (Millt),Emisiones BNE CO2 BNE ajustadas con PCI (Millt)
Papel y Celulosa,Papel y Celulosa,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Gas Natural,Millones m3,,1315.393223,,,,0.2781484666323507,0.2778770288216657
Papel y Celulosa,Papel y Celulosa,Carbón,Mil ton,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Biomasa,Mil ton,,9641.140266,,,,0.33309138483024775,0.0
Papel y Celulosa,Papel y Celulosa,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Biogás,Millones m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Geotermia,Gwh,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Diésel,Mil m3,,206.4035691,,,,0.061000817164247385,0.06079259636858818
Papel y Celulosa,Papel y Celulosa,Petróleo Combustible,Mil ton,,2249.163105,,,,0.6942229149317353,0.6919539496549596
Papel y Celulosa,Papel y Celulosa,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Kerosene,Mil m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Gas Licuado,Mil ton,,135.3485602,,,,0.03218801460194171,0.03216008476604347
Papel y Celulosa,Papel y Celulosa,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Nafta,Mil m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Electricidad,Gwh,,4799.42757,,,,,
Papel y Celulosa,Papel y Celulosa,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Papel y Celulosa,Papel y Celulosa,Metanol,Mil ton,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Gas Natural,Millones m3,,204.6798864,,,,0.04328089544417832,0.04323865875078183
Siderurgia,Siderurgia,Carbón,Mil ton,,16.03058367,,,,0.00642230134141704,0.006027757231705413
Siderurgia,Siderurgia,Biomasa,Mil ton,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Biogás,Millones m3,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Geotermia,Gwh,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Diésel,Mil m3,,90.80591184,,,,0.026836913962960188,0.02674530857407893
Siderurgia,Siderurgia,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Kerosene,Mil m3,,0.1411587,,,,4.048388098971688e-05,4.0341479494643994e-05
Siderurgia,Siderurgia,Gas Licuado,Mil ton,,15.38919081,,,,0.0036597914139048773,0.0036566157792819825
Siderurgia,Siderurgia,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Nafta,Mil m3,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Coque de Petróleo,Mil ton,,37.5817467,,,,0.014602455486775663,0.014564542861358097
Siderurgia,Siderurgia,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Electricidad,Gwh,,600.1973791,,,,,
Siderurgia,Siderurgia,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Gas Coque,Mil m3,,588.641,,,,0.2507133266498046,0.2503511364076
Siderurgia,Siderurgia,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Gas Altos Hornos,Mil m3,,69.59,,,,0.0681468672760992,0.06813250704
Siderurgia,Siderurgia,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Siderurgia,Siderurgia,Metanol,Mil ton,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Gas Natural,Millones m3,,21.62318199,,,,0.0045723627042213826,0.004567900655096618
Petroquímica,Petroquímica,Carbón,Mil ton,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Biomasa,Mil ton,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Biogás,Millones m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Geotermia,Gwh,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Diésel,Mil m3,,0.009156,,,,2.70597782970144e-06,2.69674121808e-06
Petroquímica,Petroquímica,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Kerosene,Mil m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Gas Licuado,Mil ton,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Nafta,Mil m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Electricidad,Gwh,,28.875016,,,,,
Petroquímica,Petroquímica,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Petroquímica,Petroquímica,Metanol,Mil ton,,0.0,,,,0.0,0.0
Cemento,Cemento,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Gas Natural,Millones m3,,120.7664176,,,,0.025536845780238692,0.025511925040626816
Cemento,Cemento,Carbón,Mil ton,,122.871,,,,0.0492255680994336,0.04620147176568
Cemento,Cemento,Biomasa,Mil ton,,0.0,,,,0.0,0.0
Cemento,Cemento,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Cemento,Cemento,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Cemento,Cemento,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Cemento,Cemento,Biogás,Millones m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Geotermia,Gwh,,0.0,,,,0.0,0.0
Cemento,Cemento,Diésel,Mil m3,,60.3182385,,,,0.017826541733032317,0.017765692438284183
Cemento,Cemento,Petróleo Combustible,Mil ton,,4.9244244,,,,0.0015199645831505675,0.001514996802936288
Cemento,Cemento,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Kerosene,Mil m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Gas Licuado,Mil ton,,11.15369709,,,,0.0026525244470133255,0.002650222827188762
Cemento,Cemento,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Nafta,Mil m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Coque de Petróleo,Mil ton,,1805.990603,,,,0.7017209072361354,0.6998990162584289
Cemento,Cemento,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Cemento,Cemento,Electricidad,Gwh,,498.3245109,,,,,
Cemento,Cemento,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Cemento,Cemento,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Cemento,Cemento,Metanol,Mil ton,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Gas Natural,Millones m3,,10.11250121,,,,0.002138354262586383,0.0021362674986126935
Azúcar,Azúcar,Carbón,Mil ton,,370.41312,,,,0.14839788284854577,0.13928128936296957
Azúcar,Azúcar,Biomasa,Mil ton,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Biogás,Millones m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Geotermia,Gwh,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Diésel,Mil m3,,1.907951086,,,,0.0005638786958137599,0.0005619539466684905
Azúcar,Azúcar,Petróleo Combustible,Mil ton,,6.0383715,,,,0.001863793628328575,0.00185770209355668
Azúcar,Azúcar,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Kerosene,Mil m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Gas Licuado,Mil ton,,1.007972955,,,,0.00023971180887303106,0.0002395038087348588
Azúcar,Azúcar,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Nafta,Mil m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Azúcar,Azúcar,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Electricidad,Gwh,,1.50651102,,,,,
Azúcar,Azúcar,Coque Mineral,Mil ton,,19.40211,,,,0.008305539526855114,0.008251787230595999
Azúcar,Azúcar,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Azúcar,Azúcar,Metanol,Mil ton,,0.0,,,,0.0,0.0
Pesca,Pesca,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Gas Natural,Millones m3,,35.06075,,,,0.0074138240040789605,0.00740658904722
Pesca,Pesca,Carbón,Mil ton,,7.623,,,,0.0030539875611168,0.00286637057784
Pesca,Pesca,Biomasa,Mil ton,,0.217777,,,,7.5239692103632e-06,0.0
Pesca,Pesca,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Pesca,Pesca,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Pesca,Pesca,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Pesca,Pesca,Biogás,Millones m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Geotermia,Gwh,,0.0,,,,0.0,0.0
Pesca,Pesca,Diésel,Mil m3,,1540.350672,,,,0.45523752385296146,0.453683611563961
Pesca,Pesca,Petróleo Combustible,Mil ton,,720.1724775,,,,0.2222872300689191,0.22156071702008578
Pesca,Pesca,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Kerosene,Mil m3,,0.404595,,,,0.0001160366015628828,0.0001156284444114
Pesca,Pesca,Gas Licuado,Mil ton,,43.14031542,,,,0.010259444951755988,0.010250542737144331
Pesca,Pesca,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Nafta,Mil m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Pesca,Pesca,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Pesca,Pesca,Electricidad,Gwh,,119.8033051,,,,,
Pesca,Pesca,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Pesca,Pesca,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Pesca,Pesca,Metanol,Mil ton,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Gas Natural,Millones m3,,194.8282004,,,,0.04119769225692623,0.04115748850701207
Agroindustria,Agroindustria,Carbón,Mil ton,,73.947642,,,,0.029625498995397903,0.027805502470083357
Agroindustria,Agroindustria,Biomasa,Mil ton,,82.927375,,,,0.0028650546944638,0.0
Agroindustria,Agroindustria,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Biogás,Millones m3,,40.4368776,,,,0.008337464461118355,0.008313893203464576
Agroindustria,Agroindustria,Geotermia,Gwh,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Diésel,Mil m3,,728.8821984,,,,0.21541492675125015,0.2146796272990437
Agroindustria,Agroindustria,Petróleo Combustible,Mil ton,,113.035692,,,,0.03488940727202877,0.03477537638666784
Agroindustria,Agroindustria,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Kerosene,Mil m3,,0.0314685,,,,9.025069010446442e-06,8.993323454220002e-06
Agroindustria,Agroindustria,Gas Licuado,Mil ton,,448.7717458,,,,0.10672497354537265,0.1066323673056207
Agroindustria,Agroindustria,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Kerosene de Aviación,Mil m3,,0.638361,,,,0.0001829650290689538,0.0001814210471502
Agroindustria,Agroindustria,Nafta,Mil m3,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Electricidad,Gwh,,1996.946744,,,,,
Agroindustria,Agroindustria,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Agroindustria,Agroindustria,Metanol,Mil ton,,0.0,,,,0.0,0.0
Construcción,Construcción,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Construcción,Construcción,Gas Natural,Millones m3,,509.8286571,,,,0.10780659101631655,0.10770138538496013
Construcción,Construcción,Carbón,Mil ton,,0.161,,,,6.45011146976e-05,6.0538588879999995e-05
Construcción,Construcción,Biomasa,Mil ton,,0.0,,,,0.0,0.0
Construcción,Construcción,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Construcción,Construcción,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Construcción,Construcción,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Construcción,Construcción,Biogás,Millones m3,,0.0,,,,0.0,0.0
Construcción,Construcción,Geotermia,Gwh,,0.0,,,,0.0,0.0
Construcción,Construcción,Diésel,Mil m3,,1899.333373,,,,0.5613318041229854,0.5594157485631296
Construcción,Construcción,Petróleo Combustible,Mil ton,,39.024741,,,,0.01204531116096002,0.012005942836774319
Construcción,Construcción,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Construcción,Construcción,Kerosene,Mil m3,,1.638232128,,,,0.0004698399355015499,0.0004681872799847193
Construcción,Construcción,Gas Licuado,Mil ton,,20.0397397,,,,0.0047657650227646165,0.004761629724683592
Construcción,Construcción,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Construcción,Construcción,Kerosene de Aviación,Mil m3,,4.04595,,,,0.0011596375081835099,0.00114985170729
Construcción,Construcción,Nafta,Mil m3,,0.0,,,,0.0,0.0
Construcción,Construcción,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Construcción,Construcción,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Construcción,Construcción,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Construcción,Construcción,Electricidad,Gwh,,19.48405766,,,,,
Construcción,Construcción,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Construcción,Construcción,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Construcción,Construcción,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Construcción,Construcción,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Construcción,Construcción,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Construcción,Construcción,Metanol,Mil ton,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Gas Natural,Millones m3,,4493.907365,,,,0.9502659895964644,0.9493386498814286
Industrias Varias,Industrias Varias,Carbón,Mil ton,,969.38597,,,,0.3883632027156164,0.36450471244639765
Industrias Varias,Industrias Varias,Biomasa,Mil ton,,3328.661701,,,,0.11500180528723969,0.0
Industrias Varias,Industrias Varias,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Biogás,Millones m3,,10.6115744,,,,0.0021879440176289316,0.0021817583730109444
Industrias Varias,Industrias Varias,Geotermia,Gwh,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Diésel,Mil m3,,3690.8217,,,,1.0907909232831998,1.087067606703156
Industrias Varias,Industrias Varias,Petróleo Combustible,Mil ton,,411.1901364,,,,0.12691725844524102,0.12650244809219452
Industrias Varias,Industrias Varias,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Kerosene,Mil m3,,28.58973107,,,,0.008199446935724762,0.008170605493800887
Industrias Varias,Industrias Varias,Gas Licuado,Mil ton,,2410.829345,,,,0.5733331041348573,0.5728356177346693
Industrias Varias,Industrias Varias,Gasolina Aviación,Mil m3,,0.519881053,,,,0.00014517408287307006,0.000144649624662508
Industrias Varias,Industrias Varias,Kerosene de Aviación,Mil m3,,297.3285168,,,,0.08521936759817864,0.08450022928322976
Industrias Varias,Industrias Varias,Nafta,Mil m3,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Coque de Petróleo,Mil ton,,89.21060809,,,,0.03466294273071704,0.034572946691022864
Industrias Varias,Industrias Varias,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Electricidad,Gwh,,8093.288349,,,,,
Industrias Varias,Industrias Varias,Coque Mineral,Mil ton,,9.410037,,,,0.004028192513735317,0.0040021226122332
Industrias Varias,Industrias Varias,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Industrias Varias,Industrias Varias,Metanol,Mil ton,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Gas Natural,Millones m3,,326.8486076,,,,0.06911426745647667,0.06904682065127721
Minas Varias,Minas Varias,Carbón,Mil ton,,8.577156,,,,0.0034362492107776893,0.00322514857666848
Minas Varias,Minas Varias,Biomasa,Mil ton,,7.2503305,,,,0.00025049139003180875,0.0
Minas Varias,Minas Varias,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Biogás,Millones m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Geotermia,Gwh,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Diésel,Mil m3,,4123.440468,,,,1.218647716088,1.2144879718604942
Minas Varias,Minas Varias,Petróleo Combustible,Mil ton,,349.8254683,,,,0.10797654282195127,0.10762363740627023
Minas Varias,Minas Varias,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Kerosene,Mil m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Gas Licuado,Mil ton,,14.17538898,,,,0.003371130263980774,0.0033682051032888527
Minas Varias,Minas Varias,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Kerosene de Aviación,Mil m3,,182.463354,,,,0.0522970746468359,0.05185575677276281
Minas Varias,Minas Varias,Nafta,Mil m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Electricidad,Gwh,,938.6927517,,,,,
Minas Varias,Minas Varias,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Minas Varias,Minas Varias,Metanol,Mil ton,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Gas Natural,Millones m3,,86.50418002,,,,0.019314435877958704,0.018274021869893804
Terrestre,Terrestre,Carbón,Mil ton,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Biomasa,Mil ton,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Biogás,Millones m3,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Geotermia,Gwh,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Diésel,Mil m3,48821.78635991999,50067.67564,0.024884104647443336,14.633851634978885,14.389234645996938,14.997258321309452,14.746566687619914
Terrestre,Terrestre,Petróleo Combustible,Mil ton,4.834515,45.435978,0.8935972061611615,0.0014904352309185497,0.0014883315684690599,0.01399811434486433,0.013978356822430558
Terrestre,Terrestre,Gasolina de Motor,Mil m3,39182.28499584,38677.6111,-0.013048217857487962,11.269066337253252,10.800125809673075,11.116479691717648,10.653888763999406
Terrestre,Terrestre,Kerosene,Mil m3,11.282805900000001,75.88636219,0.8513197157645962,0.003253957367466333,0.003226649768245507,0.021870964532834547,0.021687420783919182
