Sector,Subsector,Energético,Unidad,SEC Tcal,BNE Tcal,Dif %,Emisiones SEC CO2eq (Millt),Emisiones SEC CO2 ajustadas con PCI (Millt),Emisiones BNE CO2eq (Millt),Emisiones BNE CO2 BNE ajustadas con PCI (Millt)
Terrestre,Terrestre,Gas Licuado,Mil ton,,192.8318214,,,,0.04698742050521443,0.04581864567048831
Terrestre,Terrestre,Gasolina Aviación,Mil m3,0.0,0.16758,1.0,0.0,0.0,4.67958442945392e-05,4.662678888e-05
Terrestre,Terrestre,Kerosene de Aviación,Mil m3,1.222776,5.672988333,0.7844564578271626,0.00035070276366036215,0.00034774329797064,0.0016259741357244268,0.0016122530728596006
Terrestre,Terrestre,Nafta,Mil m3,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Terrestre,Terrestre,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Electricidad,Gwh,,254.5752414,,,,,
Terrestre,Terrestre,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Terrestre,Terrestre,Metanol,Mil ton,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Gas Natural,Millones m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Carbón,Mil ton,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Biomasa,Mil ton,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Biogás,Millones m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Geotermia,Gwh,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Diésel,Mil m3,,452.122575,,,,0.13542867655620627,0.133164873703251
Ferroviario,Ferroviario,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Kerosene,Mil m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Gas Licuado,Mil ton,,0.044256113,,,,1.0783907844461643e-05,1.051566668601768e-05
Ferroviario,Ferroviario,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Nafta,Mil m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Electricidad,Gwh,,401.5697809,,,,,
Ferroviario,Ferroviario,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Ferroviario,Ferroviario,Metanol,Mil ton,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Gas Natural,Millones m3,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Carbón,Mil ton,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Biomasa,Mil ton,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Biogás,Millones m3,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Geotermia,Gwh,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Diésel,Mil m3,,2208.725362,,,,0.6616010108581453,0.6505418002538301
Marítimo,Marítimo,Petróleo Combustible,Mil ton,1911.8905833300303,1992.601832,0.04050545742445638,0.5894177767690233,0.5885858479348621,0.6138894663634653,0.6130229971659207
Marítimo,Marítimo,Gasolina de Motor,Mil m3,,5.170107908,,,,0.0014859604284937547,0.0014241250424513851
Marítimo,Marítimo,Kerosene,Mil m3,0.0,0.0,,0.0,0.0,0.0,0.0
Marítimo,Marítimo,Gas Licuado,Mil ton,,0.292799793,,,,7.134666310594077e-05,6.95719714228625e-05
Marítimo,Marítimo,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Kerosene de Aviación,Mil m3,,0.081071847,,,,2.3236558691757136e-05,2.3040472988075403e-05
Marítimo,Marítimo,Nafta,Mil m3,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Marítimo,Marítimo,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Electricidad,Gwh,,6.504298694,,,,,
Marítimo,Marítimo,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Marítimo,Marítimo,Metanol,Mil ton,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Gas Natural,Millones m3,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Carbón,Mil ton,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Biomasa,Mil ton,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Biogás,Millones m3,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Geotermia,Gwh,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Diésel,Mil m3,,5.608609432,,,,0.0016800013861206016,0.0016519187670802377
Aéreo,Aéreo,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Gasolina de Motor,Mil m3,,0.320526181,,,,9.21236519116434e-05,8.829010327174884e-05
Aéreo,Aéreo,Kerosene,Mil m3,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Gas Licuado,Mil ton,,1.445286315,,,,0.00035217359531374936,0.0003434135563239084
Aéreo,Aéreo,Gasolina Aviación,Mil m3,0.0,30.34850468,1.0,0.0,0.0,0.008474662248343322,0.00844404654814448
Aéreo,Aéreo,Kerosene de Aviación,Mil m3,9040.432433084037,8586.948139,-0.05281088073938782,2.592874442226004,2.5709940245485523,2.4611641623873224,2.4403952045971495
Aéreo,Aéreo,Nafta,Mil m3,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Aéreo,Aéreo,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Electricidad,Gwh,,0.0,,,,,
Aéreo,Aéreo,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Aéreo,Aéreo,Metanol,Mil ton,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Gas Natural,Millones m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Carbón,Mil ton,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Biomasa,Mil ton,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Biogás,Millones m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Geotermia,Gwh,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Diésel,Mil m3,,0.007984032,,,,2.391534833982578e-06,2.35155834216576e-06
Transporte por Ducto,Transporte por Ducto,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Kerosene,Mil m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Gas Licuado,Mil ton,,1.1509278,,,,0.0002804471176858433,0.000273471217964208
Transporte por Ducto,Transporte por Ducto,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Nafta,Mil m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Electricidad,Gwh,,407.2026177,,,,,
Transporte por Ducto,Transporte por Ducto,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Transporte por Ducto,Transporte por Ducto,Metanol,Mil ton,,0.0,,,,0.0,0.0
Comercial,Comercial,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Comercial,Comercial,Gas Natural,Millones m3,1199.7913747246214,1493.67013,0.19674943575083648,0.25432558106246256,0.2536257367834238,0.31640873649430934,0.31553805394972084
Comercial,Comercial,Carbón,Mil ton,,0.0,,,,0.0,0.0
Comercial,Comercial,Biomasa,Mil ton,,66.58959043,,,,0.0023006012027257973,0.0
Comercial,Comercial,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Comercial,Comercial,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Comercial,Comercial,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Comercial,Comercial,Biogás,Millones m3,,14.4972912,,,,0.0029891192727126855,0.0029806685859525123
Comercial,Comercial,Geotermia,Gwh,,0.0,,,,0.0,0.0
Comercial,Comercial,Diésel,Mil m3,,3655.226448,,,,1.0828135886401875,1.0765836417363206
Comercial,Comercial,Petróleo Combustible,Mil ton,,36.021678,,,,0.011143447086792893,0.011082051946294559
Comercial,Comercial,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Comercial,Comercial,Kerosene,Mil m3,,5.077811106,,,,0.001456300607072513,0.001451178089698861
Comercial,Comercial,Gas Licuado,Mil ton,4866.629558999997,2214.736876,-1.1973849858812742,1.1599693166086207,1.1571305873705073,0.5275332147550645,0.5262422116747594
Comercial,Comercial,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Comercial,Comercial,Kerosene de Aviación,Mil m3,,1.258757985,,,,0.00036078126846142335,0.0003577367535726269
Comercial,Comercial,Nafta,Mil m3,,0.0,,,,0.0,0.0
Comercial,Comercial,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Comercial,Comercial,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Comercial,Comercial,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Comercial,Comercial,Electricidad,Gwh,,7916.395465,,,,,
Comercial,Comercial,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Comercial,Comercial,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Comercial,Comercial,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Comercial,Comercial,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Comercial,Comercial,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Comercial,Comercial,Metanol,Mil ton,,0.0,,,,0.0,0.0
Público,Público,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Público,Público,Gas Natural,Millones m3,62.623614699409984,189.0569166,0.6687578755348749,0.01327463051675527,0.013238101850685996,0.04004850797070972,0.03993830388085666
Público,Público,Carbón,Mil ton,,0.0,,,,0.0,0.0
Público,Público,Biomasa,Mil ton,,78.47763837,,,,0.0027113209145038166,0.0
Público,Público,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Público,Público,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Público,Público,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Público,Público,Biogás,Millones m3,,0.0,,,,0.0,0.0
Público,Público,Geotermia,Gwh,,0.0,,,,0.0,0.0
Público,Público,Diésel,Mil m3,,287.2706837,,,,0.08510022685421245,0.08461060435559331
Público,Público,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0
Público,Público,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Público,Público,Kerosene,Mil m3,,0.009963018,,,,2.8573629185477566e-06,2.8473121837461603e-06
Público,Público,Gas Licuado,Mil ton,260.0574955,350.120315,0.25723391543275625,0.061985140162603584,0.06183344733143234,0.08339595431155221,0.08319186397014841
Público,Público,Gasolina Aviación,Mil m3,,6.55867422,,,,0.0018360378468385244,0.00182485928027592
Público,Público,Kerosene de Aviación,Mil m3,,7.775983233,,,,0.002228727942755811,0.0022099204380487806
Público,Público,Nafta,Mil m3,,0.0,,,,0.0,0.0
Público,Público,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Público,Público,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Público,Público,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Público,Público,Electricidad,Gwh,,1962.716785,,,,,
Público,Público,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Público,Público,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Público,Público,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Público,Público,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Público,Público,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Público,Público,Metanol,Mil ton,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Gas Natural,Millones m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Carbón,Mil ton,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Biomasa,Mil ton,,0.0554715,,,,1.9164827233944e-06,0.0
Sanitarias,Sanitarias,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Biogás,Millones m3,,52.7540888,,,,0.010877084647818648,0.010846333504476287
Sanitarias,Sanitarias,Geotermia,Gwh,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Diésel,Mil m3,,53.45279209,,,,0.015834698738700612,0.0157435941077505
Sanitarias,Sanitarias,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Kerosene,Mil m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Gas Licuado,Mil ton,,3.047655738,,,,0.0007259280532853052,0.0007241515294065077
Sanitarias,Sanitarias,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Nafta,Mil m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Electricidad,Gwh,,1064.512251,,,,,
Sanitarias,Sanitarias,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Sanitarias,Sanitarias,Metanol,Mil ton,,0.0,,,,0.0,0.0
Residencial,Residencial,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Gas Natural,Millones m3,5744.5666948835915,5825.398653,0.013875781372452744,1.2177035886457086,1.2143527543076191,1.2340121090668004,1.2306163975100346
Residencial,Residencial,Carbón,Mil ton,,0.0,,,,0.0,0.0
Residencial,Residencial,Biomasa,Mil ton,,18157.44463,,,,0.6273208572759962,0.0
Residencial,Residencial,Energía Hídrica,Gwh,,0.0,,,,0.0,0.0
Residencial,Residencial,Energía Eólica,Gwh,,0.0,,,,0.0,0.0
Residencial,Residencial,Energía Solar,Gwh,,0.0,,,,0.0,0.0
Residencial,Residencial,Biogás,Millones m3,,13.0327512,,,,0.0026871535689639305,0.0026795565843621126
Residencial,Residencial,Geotermia,Gwh,,0.0,,,,0.0,0.0
Residencial,Residencial,Diésel,Mil m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Petróleo Combustible,Mil ton,,0.0,,,,0.0,0.0
Residencial,Residencial,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Kerosene,Mil m3,1383.4084867200002,1373.418435,-0.007273858763953544,0.39702281531566475,0.39562629301847296,0.3938921828525144,0.3925066725119923
Residencial,Residencial,Gas Licuado,Mil ton,8399.366129,11429.55945,0.26511899555323637,2.0020030023825637,1.9971036103242719,2.7224327662717025,2.7157703059964526
Residencial,Residencial,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Nafta,Mil m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Coque de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Residencial,Residencial,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Residencial,Residencial,Electricidad,Gwh,,12865.4654,,,,,
Residencial,Residencial,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Residencial,Residencial,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Residencial,Residencial,Metanol,Mil ton,,0.0,,,,0.0,0.0
"Todos, Im","Todos, Im",Gas Natural,Millones m3,6496.0064777752905,,,1.3745421409285536,1.3732007612188426,,
"Todos, Im","Todos, Im",Gas Licuado,Mil ton,3292.7714632999987,,,0.7835968443756431,0.7829169101968985,,
Sector Industrial y Minero,Sector Industrial y Minero,Diésel,Mil m3,38925.733159053125,,,11.511867727590651,11.472573003860829,,
Marítimo y Aéreo,Marítimo y Aéreo,Diésel,Mil m3,2713.4872574395454,,,0.8133411925167651,0.7997455186988841,,
Marítimo y Aéreo,Marítimo y Aéreo,Gasolina de Motor,Mil m3,0.0,,,0.0,0.0,,
Sector Industrial y Minero,Sector Industrial y Minero,Gasolina de Motor,Mil m3,877.1072172799999,,,0.24264948148209173,0.2417640598602658,,
Sector Industrial y Minero,Sector Industrial y Minero,Petróleo Combustible,Mil ton,5571.914565,,,1.720968742143747,1.715344009461559,,
Sector Industrial y Minero,Sector Industrial y Minero,Kerosene,Mil m3,133.33248404999998,,,0.03826493671154999,0.038130340322483976,,
"Todos, T","Todos, T",Gas Natural,Millones m3,10.175347461,,,0.00227344641371063,0.0021509822884131,,
"Todos, Cp","Todos, Cp",Gas Natural,Millones m3,1074.60192785273,,,0.2273836455690397,0.22716174781894205,,
"Todos, Cp","Todos, Cp",Diésel,Mil m3,0.0,,,0.0,0.0,,
"Todos, Cp","Todos, Cp",Kerosene,Mil m3,0.0,,,0.0,0.0,,
"Todos, Cp","Todos, Cp",Kerosene de Aviación,Mil m3,0.0,,,0.0,0.0,,
Electricidad Servicio Público,Electricidad Servicio Público,Petróleo Crudo,Mil m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Gas Natural,Millones m3,24209.04139710863,30838.03307,0.21496155924873875,5.12258534619041,5.1175863491862135,6.520902998736387,6.514539420122792
Electricidad Servicio Público,Electricidad Servicio Público,Carbón,Mil ton,68114.91501350523,63485.82121,-0.07291539615110275,25.62944349766572,25.62944349766572,23.871689626965054,23.871689626965054
Electricidad Servicio Público,Electricidad Servicio Público,Biomasa,Mil ton,,5604.911849,,,,0.193643884242486,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Energía Hídrica,Gwh,,15398.03431,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Energía Eólica,Gwh,,6559.955994,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Energía Solar,Gwh,,9035.658511,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Biogás,Millones m3,,420.7923542,,,,0.08651564861806339,0.08651564861806339
Electricidad Servicio Público,Electricidad Servicio Público,Geotermia,Gwh,,2786.4,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Diésel,Mil m3,4272.876102180355,4122.174651,-0.036558725415429885,1.263657239381844,1.25934385920013,1.2182736146530442,1.2141151473870948
Electricidad Servicio Público,Electricidad Servicio Público,Petróleo Combustible,Mil ton,,28.256781,,,,0.008721690671876673,0.008693185111395121
Electricidad Servicio Público,Electricidad Servicio Público,Gasolina de Motor,Mil m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Kerosene,Mil m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Gas Licuado,Mil ton,,14.714205,,,,0.003499269180965871,0.0034962328329588006
Electricidad Servicio Público,Electricidad Servicio Público,Gasolina Aviación,Mil m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Kerosene de Aviación,Mil m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Nafta,Mil m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Gas de Refinería,Mil m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Coque de Petróleo,Mil ton,,1217.858893,,,,0.4732012701848791,0.471972688969899
Electricidad Servicio Público,Electricidad Servicio Público,D.i. de Petróleo,Mil ton,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Electricidad,Gwh,,69289.81755,,,,,
Electricidad Servicio Público,Electricidad Servicio Público,Coque Mineral,Mil ton,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Gas Coque,Mil m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Alquitrán,Mil m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Gas Altos Hornos,Mil m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Gas Corriente,Millones m3,,0.0,,,,0.0,0.0
Electricidad Servicio Público,Electricidad Servicio Público,Metanol,Mil ton,,0.0,,,,0.0,0.0
